CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,Open_Year,Open_Month,Open_Day,Open_Hour,Open_Weekday
SBA000263,application,Server Based Application,WBS000072,IM0001105,Closed,5,5,5.0,0.653439555,request for information,KM0001110,closed,2.0,2013-09-30 11:37:00,2013-10-01 10:06:00,2013-10-01 10:06:00,8981111111.0,Other,1.0,SD0001385,2013,9,30,11,0
SUB000508,subapplication,Web Based Application,WBS000162,IM0001106,Closed,5,4,4.0,0.097605433,incident,KM0000553,closed,23.0,2013-09-30 11:38:00,2014-01-24 10:10:00,2014-01-24 10:10:00,4878866667.0,Data,2.0,#MULTIVALUE,2013,9,30,11,0
SAP000004,application,SAP,WBS000271,IM0001107,Closed,5,5,5.0,0.024405372,request for information,KM0001382,closed,2.0,2013-09-30 11:44:00,2013-10-01 08:00:00,2013-10-01 08:00:00,6773888889.0,Other,1.0,SD0001387,2013,9,30,11,0
SAP000005,application,SAP,WBS000271,IM0001108,Closed,5,5,5.0,0.298348116,request for information,KM0001572,closed,4.0,2013-09-30 11:53:00,2013-10-02 14:48:00,2013-10-02 14:48:00,1956111111.0,Other,3.0,#MULTIVALUE,2013,9,30,11,0
DTA000048,application,Desktop Application,WBS000218,IM0001109,Closed,4,4,4.0,0.849215473,incident,KM0001425,closed,1.0,2013-09-30 12:07:00,2013-10-03 13:31:00,2013-10-03 13:31:00,3290444444.0,Software,1.0,SD0001386,2013,9,30,12,0
SBA000834,application,Server Based Application,WBS000223,IM0001110,Closed,4,4,4.0,0.368383836,incident,KM0001308,closed,5.0,2013-09-30 12:08:00,2013-10-07 11:58:00,2013-10-07 11:58:00,39585.0,Software,1.0,SD0001390,2013,9,30,12,0
SBA000191,application,Server Based Application,WBS000142,IM0001111,Closed,5,5,5.0,0.802053915,request for information,KM0000642,closed,7.0,2013-09-30 12:24:00,2013-10-02 14:43:00,2013-10-02 14:43:00,2331805556.0,Other,1.0,SD0001391,2013,9,30,12,0
SBA000028,application,Server Based Application,WBS000030,IM0001112,Closed,3,4,3.0,0.508705171,incident,KM0000283,closed,1.0,2013-09-30 13:20:00,2013-10-02 10:55:00,2013-10-02 10:55:00,1859277778.0,Other,1.0,SD0001392,2013,9,30,13,0
SBA000795,application,Server Based Application,WBS000285,IM0001113,Closed,5,5,5.0,0.61008401,incident,KM0001757,closed,1.0,2013-09-30 13:28:00,2013-10-03 14:42:00,2013-10-03 14:45:00,3239138889.0,Other,1.0,SD0001394,2013,9,30,13,0
SBA000795,application,Server Based Application,WBS000285,IM0001114,Closed,5,5,5.0,0.791570239,incident,KM0001757,closed,1.0,2013-09-30 13:29:00,2013-10-02 13:44:00,2013-10-02 13:44:00,2124722222.0,Software,1.0,SD0001395,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001115,Closed,4,4,4.0,0.653688893,incident,KM0001153,closed,2.0,2013-09-30 13:31:00,2013-10-07 13:59:00,2013-10-07 13:59:00,5297416667.0,Other,1.0,SD0001393,2013,9,30,13,0
DTA000616,application,Desktop Application,WBS000092,IM0001116,Closed,4,4,4.0,0.397542786,incident,KM0001526,closed,0.0,2013-09-30 13:45:00,2013-10-09 12:47:00,2013-10-09 12:47:00,55555556.0,Software,1.0,SD0001397,2013,9,30,13,0
SBA000418,application,Server Based Application,WBS000199,IM0001117,Closed,4,4,4.0,0.320980227,incident,KM0000779,closed,2.0,2013-09-30 13:49:00,2013-10-01 13:55:00,2013-10-01 13:55:00,1058638889.0,Other,1.0,SD0001398,2013,9,30,13,0
SBA000462,application,Server Based Application,WBS000073,IM0001118,Closed,4,4,4.0,0.775466453,incident,KM0001365,closed,0.0,2013-09-30 13:51:00,2013-10-01 09:05:00,2013-10-01 09:05:00,5734166667.0,No error - works as designed,1.0,SD0001396,2013,9,30,13,0
SBA000172,application,Server Based Application,WBS000014,IM0001119,Closed,3,3,3.0,0.714144408,incident,KM0000426,closed,18.0,2013-09-30 13:57:00,2013-10-15 14:19:00,2013-10-15 14:19:00,9595472222.0,Software,1.0,SD0001399,2013,9,30,13,0
WBA000011,application,Web Based Application,WBS000152,IM0001120,Closed,5,5,5.0,0.687775486,incident,KM0000075,closed,10.0,2013-09-30 13:59:00,2013-10-08 16:43:00,2013-10-08 16:43:00,1450555556.0,Software,1.0,SD0001400,2013,9,30,13,0
SBA000263,application,Server Based Application,WBS000072,IM0001121,Closed,5,5,5.0,0.227692899,request for information,KM0001116,closed,5.0,2013-09-30 14:16:00,2013-10-03 11:36:00,2013-10-03 11:36:00,2882472222.0,Other,1.0,SD0001401,2013,9,30,14,0
SAP000004,application,SAP,WBS000271,IM0001122,Closed,5,5,5.0,0.113007655,request for information,KM0001267,closed,2.0,2013-09-30 14:21:00,2013-10-01 16:19:00,2013-10-01 16:19:00,1247694444.0,Other,1.0,SD0001465,2013,9,30,14,0
SBA000834,application,Server Based Application,WBS000223,IM0001123,Closed,4,4,4.0,0.332607732,incident,KM0001308,closed,0.0,2013-09-30 14:49:00,2013-10-01 16:17:00,2013-10-01 16:17:00,1196638889.0,Other,1.0,SD0001467,2013,9,30,14,0
SBA000263,application,Server Based Application,WBS000072,IM0001124,Closed,5,5,5.0,0.220338962,request for information,KM0001104,closed,0.0,2013-09-30 14:51:00,2013-10-07 08:17:00,2013-10-07 08:17:00,4593305556.0,Other,1.0,SD0001468,2013,9,30,14,0
SUB000427,subapplication,Web Based Application,WBS000073,IM0001125,Closed,4,4,4.0,0.23678206,incident,KM0001729,closed,0.0,2013-09-30 11:53:00,2013-10-02 12:51:00,2013-10-02 12:51:00,2196833333.0,Unknown,1.0,SD0001402,2013,9,30,11,0
LAP000339,computer,Laptop,WBS000091,IM0001126,Closed,5,5,5.0,0.618048349,incident,KM0001444,closed,1.0,2013-09-30 12:00:00,2013-10-02 11:59:00,2013-10-02 11:59:00,209825.0,Other,1.0,SD0001404,2013,9,30,12,0
SUB000535,subapplication,Web Based Application,WBS000066,IM0001128,Closed,4,4,4.0,0.500821734,incident,KM0000928,closed,0.0,2013-09-30 12:21:00,2013-10-01 10:22:00,2013-10-01 10:23:00,85225.0,Software,1.0,SD0001406,2013,9,30,12,0
SBA000172,application,Server Based Application,WBS000014,IM0001129,Closed,3,3,3.0,0.849573048,incident,KM0000426,closed,6.0,2013-09-30 12:29:00,2013-10-03 07:53:00,2013-10-03 07:53:00,269.0,Operator error,1.0,SD0001405,2013,9,30,12,0
WBA000126,application,Web Based Application,WBS000148,IM0001130,Closed,5,4,4.0,0.45421127,request for information,KM0000632,closed,0.0,2013-09-30 12:52:00,2013-10-10 17:23:00,2013-10-10 17:23:00,4052305556.0,Software,1.0,SD0001408,2013,9,30,12,0
SBA000607,application,Server Based Application,WBS000263,IM0001131,Closed,5,5,5.0,0.204108537,incident,KM0001106,closed,1.0,2013-09-30 13:15:00,2013-10-08 14:30:00,2013-10-08 14:30:00,6424444444.0,Other,1.0,SD0001430,2013,9,30,13,0
APP000005,application,Citrix,WBS000292,IM0001132,Closed,4,4,4.0,0.730677687,incident,KM0001060,closed,0.0,2013-09-30 13:18:00,2013-10-07 08:17:00,2013-10-07 08:17:00,393.0,Software,1.0,SD0001410,2013,9,30,13,0
SBA000427,application,Server Based Application,WBS000307,IM0001133,Closed,4,4,4.0,0.330415563,incident,KM0001321,closed,0.0,2013-09-30 13:21:00,2013-10-01 10:22:00,2013-10-01 10:22:00,22775.0,Software,1.0,SD0001432,2013,9,30,13,0
SBA000054,application,Server Based Application,WBS000013,IM0001134,Closed,3,3,3.0,0.173980402,incident,KM0000052,closed,3.0,2013-09-30 13:23:00,2013-10-04 12:55:00,2013-10-04 12:55:00,2183777778.0,User error,1.0,SD0001431,2013,9,30,13,0
SBA000607,application,Server Based Application,WBS000263,IM0001135,Closed,4,4,4.0,0.543571011,incident,KM0001106,closed,7.0,2013-09-30 13:28:00,2013-10-04 08:52:00,2013-10-04 08:52:00,3739555556.0,Other,1.0,SD0001434,2013,9,30,13,0
SBA000263,application,Server Based Application,WBS000072,IM0001136,Closed,5,5,5.0,0.431641757,request for information,KM0001807,closed,3.0,2013-09-30 13:30:00,2013-10-01 09:00:00,2013-10-01 09:00:00,6001944444.0,Other,1.0,SD0001437,2013,9,30,13,0
DTA000616,application,Desktop Application,WBS000092,IM0001137,Closed,4,4,4.0,0.58611544,incident,KM0000506,closed,6.0,2013-09-30 13:40:00,2013-10-14 08:31:00,2013-10-14 08:31:00,3117527778.0,Software,1.0,SD0001435,2013,9,30,13,0
SUB000426,subapplication,Web Based Application,WBS000073,IM0001138,Closed,4,4,4.0,0.464280739,incident,KM0000709,closed,2.0,2013-09-30 13:43:00,,2013-10-03 12:34:00,3034416667.0,Other,1.0,SD0001440,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001139,Closed,4,4,4.0,0.035034702,incident,KM0001313,closed,5.0,2013-09-30 13:51:00,2013-11-06 09:07:00,2013-11-06 09:07:00,194045.0,Other,1.0,SD0001436,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001140,Closed,4,5,4.0,0.770779167,incident,KM0000711,closed,2.0,2013-09-30 13:51:00,2013-10-02 15:45:00,2013-10-02 15:45:00,2290083333.0,Other,1.0,SD0001439,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001141,Closed,4,4,4.0,0.376437523,incident,KM0001143,closed,5.0,2013-09-30 12:51:00,2013-10-10 12:44:00,2013-10-10 12:44:00,2496694444.0,Software,1.0,SD0001353,2013,9,30,12,0
DTA000031,application,Desktop Application,WBS000111,IM0001142,Closed,5,5,5.0,0.733805281,incident,KM0002029,closed,0.0,2013-09-30 13:16:00,2013-10-08 12:28:00,2013-10-08 12:28:00,6220111111.0,Hardware,1.0,SD0001356,2013,9,30,13,0
SUB000436,subapplication,Web Based Application,WBS000073,IM0001143,Closed,5,5,5.0,0.363336384,incident,KM0000713,closed,2.0,2013-09-30 13:20:00,2013-10-02 12:18:00,2013-10-02 12:18:00,1997138889.0,Other,1.0,SD0001355,2013,9,30,13,0
WBA000103,application,Web Based Application,WBS000073,IM0001144,Closed,5,5,5.0,0.70068877,incident,KM0000703,closed,5.0,2013-09-30 13:31:00,2013-10-10 15:34:00,2013-10-10 15:34:00,8605444444.0,Software,1.0,SD0001445,2013,9,30,13,0
DTA000025,application,Desktop Application,WBS000110,IM0001145,Closed,4,4,4.0,0.215535423,incident,KM0001094,closed,0.0,2013-09-30 13:48:00,2013-10-03 13:32:00,2013-10-03 13:32:00,2211944444.0,No error - works as designed,1.0,SD0001446,2013,9,30,13,0
SUB000136,subapplication,Server Based Application,WBS000073,IM0001146,Closed,5,5,5.0,0.411154746,incident,KM0001282,closed,3.0,2013-09-30 13:58:00,2013-10-07 14:54:00,2013-10-07 14:54:00,5229861111.0,Software,1.0,SD0001447,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001147,Closed,5,5,5.0,0.062956534,incident,KM0000806,closed,0.0,2013-09-30 14:01:00,2013-10-11 09:26:00,2013-10-11 09:26:00,8991833333.0,Other,1.0,SD0001448,2013,9,30,14,0
DTA000616,application,Desktop Application,WBS000092,IM0001148,Closed,4,4,4.0,0.346786439,incident,KM0001968,closed,5.0,2013-09-30 14:20:00,2013-10-08 08:02:00,2013-10-08 08:06:00,5677472222.0,Data,1.0,SD0001450,2013,9,30,14,0
WBA000011,application,Web Based Application,WBS000152,IM0001149,Closed,5,5,5.0,0.42024017,incident,KM0000075,closed,0.0,2013-09-30 14:23:00,2013-10-02 16:18:00,2013-10-02 16:20:00,2105666667.0,Software,1.0,SD0001451,2013,9,30,14,0
SBA000852,application,Server Based Application,WBS000063,IM0001150,Closed,4,4,4.0,0.015267981,incident,KM0000687,closed,0.0,2013-09-30 14:36:00,2013-10-02 16:19:00,2013-10-02 16:21:00,1321944444.0,Software,1.0,SD0001452,2013,9,30,14,0
DTA000031,application,Desktop Application,WBS000111,IM0001151,Closed,5,5,5.0,0.61571102,incident,KM0002029,closed,0.0,2013-09-30 14:36:00,2013-10-08 12:29:00,2013-10-08 12:29:00,6088472222.0,Hardware,1.0,SD0001453,2013,9,30,14,0
DTA000591,application,Desktop Application,WBS000092,IM0001152,Closed,4,4,4.0,0.995931961,incident,KM0000468,closed,1.0,2013-09-30 14:44:00,2013-10-09 13:57:00,2013-10-09 13:57:00,2067.0,Software,1.0,SD0001454,2013,9,30,14,0
SBA000805,application,Server Based Application,WBS000016,IM0001154,Closed,3,3,3.0,0.037532749,incident,KM0000938,closed,0.0,2013-09-30 14:56:00,2013-10-09 08:14:00,2013-10-09 08:14:00,668075.0,Hardware,2.0,#MULTIVALUE,2013,9,30,14,0
SBA000850,application,Server Based Application,WBS000083,IM0001155,Closed,4,4,4.0,0.986307959,incident,KM0000352,closed,2.0,2013-09-30 15:05:00,2013-10-03 13:32:00,2013-10-03 13:32:00,4815277778.0,Software,1.0,SD0001456,2013,9,30,15,0
SUB000456,subapplication,Web Based Application,WBS000073,IM0001156,Closed,4,4,4.0,0.25515782,incident,KM0000741,closed,2.0,2013-09-30 15:15:00,2013-10-07 16:25:00,2013-10-07 16:25:00,19722222.0,No error - works as designed,1.0,SD0001458,2013,9,30,15,0
CBD000700,computer,Banking Device,WBS000146,IM0001157,Closed,3,3,3.0,0.501910153,incident,KM0000280,closed,1.0,2013-09-30 15:38:00,2013-10-01 13:43:00,2013-10-01 13:43:00,8579166667.0,Other,1.0,SD0001459,2013,9,30,15,0
SBA000028,application,Server Based Application,WBS000030,IM0001158,Closed,5,5,5.0,0.249646771,incident,KM0000167,closed,2.0,2013-09-30 15:49:00,2013-10-01 14:17:00,2013-10-01 14:17:00,8971666667.0,Software,1.0,SD0001460,2013,9,30,15,0
WBA000124,application,Web Based Application,WBS000088,IM0001159,Closed,4,4,4.0,0.249863242,incident,KM0000611,closed,6.0,2013-09-30 15:56:00,2013-10-11 14:27:00,2013-10-11 14:27:00,9301833333.0,Other,1.0,SD0001462,2013,9,30,15,0
DSK000614,computer,Desktop,WBS000187,IM0001160,Closed,5,5,5.0,0.222986073,incident,KM0001446,closed,2.0,2013-09-30 16:13:00,2013-10-03 09:46:00,2013-10-03 09:46:00,2505916667.0,Software,2.0,#MULTIVALUE,2013,9,30,16,0
SUB000533,subapplication,Web Based Application,WBS000073,IM0001161,Closed,4,4,4.0,0.50216294,incident,KM0000830,closed,0.0,2013-09-30 16:16:00,2013-10-04 14:04:00,2013-10-04 14:04:00,411944444.0,Other,1.0,SD0001464,2013,9,30,16,0
WBA000124,application,Web Based Application,WBS000088,IM0001162,Closed,4,4,4.0,0.503224452,incident,KM0000611,closed,4.0,2013-09-30 16:23:00,2013-10-02 10:57:00,2013-10-02 10:57:00,1555888889.0,No error - works as designed,1.0,SD0001558,2013,9,30,16,0
DTA000057,application,Desktop Application,WBS000094,IM0001163,Closed,5,5,5.0,0.4473722,incident,KM0001655,closed,0.0,2013-09-30 16:33:00,2013-10-02 13:31:00,2013-10-02 13:32:00,1511944444.0,No error - works as designed,1.0,SD0001560,2013,9,30,16,0
SBA000607,application,Server Based Application,WBS000263,IM0001164,Closed,5,5,5.0,0.611539921,request for information,KM0001825,closed,0.0,2013-09-30 16:35:00,2013-10-01 07:46:00,2013-10-01 07:46:00,1678055556.0,Other,1.0,SD0001561,2013,9,30,16,0
SUB000508,subapplication,Web Based Application,WBS000162,IM0001165,Closed,4,4,4.0,0.421092706,incident,KM0000553,closed,5.0,2013-09-30 13:31:00,2013-10-15 15:13:00,2013-10-15 15:14:00,1172305556.0,No error - works as designed,1.0,SD0001418,2013,9,30,13,0
CBA000014,application,Client Based Application,WBS000073,IM0001166,Closed,4,4,4.0,0.081798098,incident,KM0001346,closed,1.0,2013-09-30 13:32:00,2013-10-01 16:19:00,2013-10-01 16:19:00,1327638889.0,User manual not used,1.0,SD0001419,2013,9,30,13,0
WBA000144,application,Web Based Application,WBS000318,IM0001167,Closed,4,4,4.0,0.071655833,incident,KM0001796,closed,0.0,2013-09-30 13:34:00,2013-10-07 08:52:00,2013-10-07 08:52:00,1169388889.0,Other,1.0,SD0001421,2013,9,30,13,0
WBA000133,application,Web Based Application,WBS000073,IM0001168,Closed,4,4,4.0,0.136121401,incident,KM0001313,closed,2.0,2013-09-30 13:39:00,2013-10-03 08:01:00,2013-10-03 08:01:00,2134972222.0,Software,1.0,SD0001420,2013,9,30,13,0
SBA000172,application,Server Based Application,WBS000014,IM0001169,Closed,3,3,3.0,0.369295513,incident,KM0000426,closed,1.0,2013-09-30 13:54:00,2013-10-14 16:14:00,2013-10-14 16:15:00,1073419444.0,Software,1.0,SD0001422,2013,9,30,13,0
WBA000145,application,Web Based Application,WBS000073,IM0001170,Closed,4,4,4.0,0.910409592,incident,KM0001416,closed,4.0,2013-09-30 13:56:00,2013-10-04 15:52:00,2013-10-04 15:52:00,4394388889.0,Software,1.0,SD0001423,2013,9,30,13,0
SBA000172,application,Server Based Application,WBS000014,IM0001171,Closed,3,3,3.0,0.749506046,incident,KM0000426,closed,3.0,2013-09-30 14:17:00,2013-10-09 09:30:00,2013-10-09 09:30:00,1806055556.0,Other,1.0,SD0001424,2013,9,30,14,0
WBA000145,application,Web Based Application,WBS000073,IM0001173,Closed,5,5,5.0,0.929677411,incident,KM0001362,closed,1.0,2013-09-30 14:30:00,2013-10-01 09:41:00,2013-10-01 09:41:00,56825.0,Data,1.0,SD0001426,2013,9,30,14,0
DTA000031,application,Desktop Application,WBS000111,IM0001174,Closed,5,5,5.0,0.625001742,incident,KM0002029,closed,0.0,2013-09-30 14:47:00,2013-10-08 12:30:00,2013-10-08 12:30:00,6071166667.0,Hardware,1.0,SD0001427,2013,9,30,14,0
DTA000016,application,Desktop Application,WBS000096,IM0001175,Closed,4,4,4.0,0.633298061,incident,KM0001026,closed,0.0,2013-09-30 15:20:00,2013-10-08 09:18:00,2013-10-08 09:18:00,2505277778.0,Software,2.0,#MULTIVALUE,2013,9,30,15,0
WBA000145,application,Web Based Application,WBS000073,IM0001176,Closed,4,4,4.0,0.535792684,incident,KM0001416,closed,3.0,2013-09-30 15:23:00,2013-10-10 10:01:00,2013-10-10 10:01:00,7863611111.0,Software,1.0,SD0001503,2013,9,30,15,0
SBA000172,application,Server Based Application,WBS000014,IM0001177,Closed,3,3,3.0,0.002354784,incident,KM0000426,closed,4.0,2013-09-30 15:27:00,2013-10-14 16:00:00,2013-10-14 16:00:00,1055469444.0,Software,1.0,SD0001504,2013,9,30,15,0
SBA000607,application,Server Based Application,WBS000263,IM0001178,Closed,5,5,5.0,0.182316193,incident,KM0001105,closed,7.0,2013-09-30 15:29:00,2013-10-15 23:24:00,2013-10-15 23:24:00,1170416667.0,Other,2.0,#MULTIVALUE,2013,9,30,15,0
SUB000456,subapplication,Web Based Application,WBS000073,IM0001180,Closed,4,4,4.0,0.314478854,incident,KM0001314,closed,0.0,2013-09-30 15:42:00,2013-10-01 14:46:00,2013-10-01 14:46:00,9574444444.0,No error - works as designed,1.0,SD0001507,2013,9,30,15,0
SBA000607,application,Server Based Application,WBS000263,IM0001181,Closed,5,5,5.0,0.476004287,incident,KM0001106,closed,9.0,2013-09-30 15:42:00,2013-10-15 23:27:00,2013-10-15 23:27:00,1177927778.0,Other,1.0,SD0001506,2013,9,30,15,0
SBA000172,application,Server Based Application,WBS000014,IM0001182,Closed,3,3,3.0,0.06084629,incident,KM0000426,closed,3.0,2013-09-30 15:44:00,2013-10-07 08:05:00,2013-10-07 08:06:00,4482305556.0,Software,34.0,#MULTIVALUE,2013,9,30,15,0
SBA000189,application,Server Based Application,WBS000139,IM0001183,Closed,5,5,5.0,0.063449832,incident,KM0001028,closed,1.0,2013-09-30 15:47:00,2013-10-04 13:59:00,2013-10-04 13:59:00,4020944444.0,Other,1.0,#N/B,2013,9,30,15,0
SBA000759,application,Server Based Application,WBS000296,IM0001184,Closed,4,4,4.0,0.571809739,request for information,KM0001031,closed,1.0,2013-09-30 15:55:00,2013-10-03 16:58:00,2013-10-03 16:58:00,3251694444.0,Data,1.0,SD0001510,2013,9,30,15,0
DTA000616,application,Desktop Application,WBS000092,IM0001185,Closed,4,4,4.0,0.192282758,incident,KM0000988,closed,0.0,2013-09-30 16:05:00,2013-10-02 14:34:00,2013-10-02 14:34:00,1948916667.0,Referred,1.0,SD0001511,2013,9,30,16,0
SBA000759,application,Server Based Application,WBS000296,IM0001186,Closed,4,4,4.0,0.031080152,request for information,KM0001031,closed,2.0,2013-09-30 16:08:00,2013-10-08 14:30:00,2013-10-08 14:30:00,1851666667.0,Other,1.0,SD0001514,2013,9,30,16,0
WBA000103,application,Web Based Application,WBS000073,IM0001187,Closed,5,5,5.0,0.247746168,incident,KM0001079,closed,4.0,2013-09-30 16:11:00,2013-10-28 12:40:00,2013-10-28 12:40:00,1912058333.0,Software,1.0,SD0001512,2013,9,30,16,0
LAP000433,computer,Laptop,WBS000091,IM0001189,Closed,5,5,5.0,0.379322281,incident,KM0000364,closed,2.0,2013-09-30 16:35:00,2013-10-07 13:10:00,2013-10-07 13:10:00,1501555556.0,Hardware,1.0,SD0001515,2013,9,30,16,0
WBA000094,application,Web Based Application,WBS000073,IM0001190,Closed,5,5,5.0,0.440528383,incident,KM0001751,closed,3.0,2013-09-30 13:52:00,2013-10-02 09:23:00,2013-10-02 09:23:00,1543888889.0,Other,1.0,SD0001438,2013,9,30,13,0
WBA000008,application,Web Based Application,WBS000167,IM0001191,Closed,5,5,5.0,0.272878245,incident,KM0000072,closed,4.0,2013-09-30 13:57:00,2013-10-07 15:12:00,2013-10-07 15:12:00,4382166667.0,Software,1.0,SD0001442,2013,9,30,13,0
SBA000045,application,Server Based Application,WBS000170,IM0001192,Closed,4,4,4.0,0.383242216,incident,KM0000565,closed,0.0,2013-09-30 13:58:00,2013-10-02 13:21:00,2013-10-02 13:21:00,7125.0,User error,1.0,SD0001441,2013,9,30,13,0
SBA000088,application,Server Based Application,WBS000017,IM0001193,Closed,3,3,3.0,0.478589192,incident,KM0000096,closed,4.0,2013-09-30 14:11:00,2013-10-04 14:42:00,2013-10-04 14:42:00,2356083333.0,No error - works as designed,2.0,#MULTIVALUE,2013,9,30,14,0
HMD000025,hardware,MigratieDummy,WBS000258,IM0001194,Closed,5,5,5.0,0.627938696,complaint,KM0000386,closed,0.0,2013-09-30 14:17:00,2013-10-21 12:43:00,2013-10-21 12:43:00,1559363889.0,Kwaliteit van de output,1.0,SD0001443,2013,9,30,14,0
SBA000427,application,Server Based Application,WBS000307,IM0001195,Closed,3,3,3.0,0.420149062,incident,KM0001321,closed,0.0,2013-09-30 14:38:00,2013-10-07 08:52:00,2013-10-07 08:52:00,875555556.0,Software,1.0,SD0001488,2013,9,30,14,0
SBA000834,application,Server Based Application,WBS000223,IM0001196,Closed,4,4,4.0,0.769785264,incident,KM0000979,closed,0.0,2013-09-30 14:38:00,2013-10-04 11:10:00,2013-10-04 11:10:00,3852555556.0,Software,1.0,SD0001487,2013,9,30,14,0
SBA000317,application,Server Based Application,WBS000048,IM0001197,Closed,5,5,5.0,0.624528609,incident,KM0000310,closed,1.0,2013-09-30 14:44:00,2013-10-04 12:38:00,2013-10-04 12:38:00,3910277778.0,Software,1.0,SD0001489,2013,9,30,14,0
SBA000462,application,Server Based Application,WBS000073,IM0001198,Closed,4,4,4.0,0.641909936,incident,KM0001865,closed,0.0,2013-09-30 14:44:00,2013-10-03 12:00:00,2013-10-03 12:00:00,3619166667.0,Other,1.0,SD0001490,2013,9,30,14,0
SBA000464,application,Server Based Application,WBS000073,IM0001199,Closed,4,4,4.0,0.032843427,incident,KM0001314,closed,0.0,2013-09-30 14:45:00,2013-10-01 13:55:00,2013-10-01 13:55:00,9659722222.0,Software,1.0,SD0001491,2013,9,30,14,0
SBA000458,application,Server Based Application,WBS000073,IM0001200,Closed,4,4,4.0,0.024558623,incident,KM0001568,closed,2.0,2013-09-30 14:55:00,2013-10-15 08:29:00,2013-10-15 08:29:00,109065.0,No error - works as designed,1.0,SD0001444,2013,9,30,14,0
DTA000057,application,Desktop Application,WBS000094,IM0001201,Closed,5,5,5.0,0.513131973,request for information,KM0001176,closed,2.0,2013-09-30 14:56:00,2013-10-17 14:08:00,2013-10-17 14:08:00,1039005556.0,Other,1.0,SD0001492,2013,9,30,14,0
LAP001471,computer,Laptop,WBS000091,IM0001203,Closed,5,5,5.0,0.108630204,incident,KM0001444,closed,1.0,2013-09-30 15:22:00,2013-10-02 14:16:00,2013-10-02 14:16:00,6646666667.0,Hardware,1.0,SD0001494,2013,9,30,15,0
WBA000124,application,Web Based Application,WBS000088,IM0001204,Closed,4,4,4.0,0.523510983,incident,KM0000611,closed,8.0,2013-09-30 14:56:00,2013-11-13 11:57:00,2013-11-13 11:57:00,2503125.0,No error - works as designed,1.0,SD0001469,2013,9,30,14,0
WBA000011,application,Web Based Application,WBS000152,IM0001205,Closed,5,5,5.0,0.674527374,incident,KM0000076,closed,0.0,2013-09-30 15:04:00,2013-10-04 09:59:00,2013-10-04 10:00:00,911944444.0,Software,1.0,SD0001470,2013,9,30,15,0
WBA000008,application,Web Based Application,WBS000167,IM0001206,Closed,5,5,5.0,0.480057485,incident,KM0000069,closed,2.0,2013-09-30 15:13:00,2013-10-07 08:54:00,2013-10-07 08:55:00,4619833333.0,Software,1.0,SD0001471,2013,9,30,15,0
WBA000082,application,Web Based Application,WBS000055,IM0001207,Closed,4,4,4.0,0.436144071,incident,KM0000401,closed,2.0,2013-09-30 15:20:00,2013-10-16 12:15:00,2013-10-16 12:15:00,1229216667.0,Operator error,1.0,SD0001472,2013,9,30,15,0
SBA000629,application,Server Based Application,WBS000030,IM0001208,Closed,4,4,4.0,0.231002118,incident,KM0000164,closed,2.0,2013-09-30 15:28:00,2013-10-02 11:01:00,2013-10-02 11:01:00,9831111111.0,Software,1.0,SD0001473,2013,9,30,15,0
SUB000424,subapplication,Web Based Application,WBS000073,IM0001209,Closed,4,4,4.0,0.256992465,incident,KM0000702,closed,0.0,2013-09-30 15:31:00,2013-10-01 08:41:00,2013-10-01 08:42:00,3678611111.0,Software,1.0,SD0001474,2013,9,30,15,0
SBA000464,application,Server Based Application,WBS000073,IM0001210,Closed,4,4,4.0,0.689610848,incident,KM0001797,closed,0.0,2013-09-30 15:46:00,2013-10-02 12:26:00,2013-10-02 12:26:00,8171388889.0,Software,1.0,SD0001475,2013,9,30,15,0
WBA000008,application,Web Based Application,WBS000167,IM0001211,Closed,5,5,5.0,0.558937982,incident,KM0000072,closed,20.0,2013-09-30 15:51:00,2013-12-24 10:00:00,2013-12-24 10:00:00,5535677778.0,Software,1.0,SD0001477,2013,9,30,15,0
SBA000101,application,Server Based Application,WBS000165,IM0001212,Closed,5,5,5.0,0.508847223,request for information,KM0001445,closed,4.0,2013-09-30 16:23:00,,2013-10-22 16:06:00,8746861111.0,Other,1.0,SD0001481,2013,9,30,16,0
SBA000101,application,Server Based Application,WBS000165,IM0001213,Closed,5,5,5.0,0.943168537,request for information,KM0001445,closed,2.0,2013-09-30 16:24:00,2013-10-14 12:08:00,2013-10-14 12:08:00,1007236111.0,Other,1.0,SD0001482,2013,9,30,16,0
SBA000101,application,Server Based Application,WBS000165,IM0001214,Closed,5,5,5.0,0.521034151,request for information,KM0001445,closed,3.0,2013-09-30 16:26:00,,2013-10-18 08:49:00,8424083333.0,No error - works as designed,1.0,SD0001486,2013,9,30,16,0
